question,choices,answer_idx,source
What is the first direct action of growth hormone?,"[""stimulation of triglyceride breakdown"", ""stimulation of monoglyceride production"", ""stimulation of triglyceride production"", ""stimulation of monoglyceride breakdown""]",0,sciq
Plants need a source of energy in order to perform photosynthesis. From which source do plants receive the energy needed to perform photosynthesis?,"[""oxygen"", ""sugar"", ""sunlight"", ""water""]",2,arc_easy
A fox grows thicker fur as a season changes. This adaptation helps the fox to,"[""find food"", ""keep warmer"", ""grow stronger"", ""escape from predators""]",1,arc_easy
when a circle is torn it is,"[""doubled"", ""changed"", ""a smaller circle"", ""a square""]",1,openbookqa
How many chambers does the stomach of a crocodile have?,"[""six"", ""ten"", ""three"", ""two""]",3,sciq
"Prior to binding to a hormone, where are steroid hormone receptors located?","[""cytosol"", ""reticulum"", ""hypothalamus"", ""cortisol""]",0,sciq
Caffeine and alcohol are two examples of what type of drug?,"[""nicotine"", ""psychoactive"", ""psilopsybin"", ""barbiturate""]",1,sciq
What would a Jersey most likely be fed?,"[""hamburger"", ""moles"", ""alfalfa"", ""cow""]",2,openbookqa
What is most likely to happen to a roof as the sun comes into contact with it?,"[""it will fall apart"", ""it will cry out in pain"", ""it will heat up over time"", ""it will cool down over time""]",2,openbookqa
What becomes smoother through weathering?,"[""rainbow"", ""water"", ""cat"", ""pumice""]",3,openbookqa
"When a butterfly emerges from its chrysalis, its wings are crumpled. In order to expand its wings, the butterfly hangs upside down, causing fluid to be pumped into the veins of its wings. This pumping most likely expands the wings by","[""increasing the pressure inside the wings"", ""decreasing the density of the wings"", ""increasing the temperature inside the wings"", ""decreasing the mass of the wings""]",0,arc_easy
What is the term for the green pigment in leaves that captures energy from the sun?,"[""chlorophyll"", ""ammonia"", ""verdye"", ""carbonate""]",0,sciq
Which of the following is produced during the process of cellular respiration?,"[""carbon dioxide"", ""sodium chloride"", ""oxygen"", ""sugar""]",0,arc_easy
Dew is formed when what condenses?,"[""carbon dioxide"", ""warm air"", ""H2O haze"", ""oxygen""]",2,openbookqa
"As a result of human activity, many lakes in Florida have increased levels of nutrients that support algal growth. These algae grow very rapidly, then die and decompose. What impact does this overgrowth of algae most likely have on the lake ecosystem?","[""The number of fish species increases."", ""The volume of lake water increases."", ""The buildup of bottom sediments decreases."", ""The amount of dissolved oxygen decreases.""]",3,arc_easy
The Milky Way Galaxy is visible as a bright region in the night sky. Modern telescopic observation has made it possible to discover that the brightness of the Milky Way Galaxy is due primarily to which structure?,"[""clouds of hot gas"", ""large numbers of stars"", ""high energy compounds"", ""extremely reflective ice particles""]",1,arc_easy
Which statement describes the reason why an ice cube melts when set out in a warm room?,"[""Heat from the room is absorbed by the ice cube."", ""The ice cube molecules move more slowly."", ""One side of the ice cube is colder than the other."", ""Heat from the ice cube moves into the air.""]",0,arc_easy
Sunlight transfers heat energy to,"[""the star from which scorpions get their name"", ""the planet named after the Roman god of sea"", ""the largest star in the galaxy"", ""the hottest star in the galaxy""]",1,openbookqa
Perry studies the ways in which animals are adapted for survival. Which is a behavioral adaptation that helps the organism to survive?,"[""the long neck on a giraffe"", ""the webbed feet on a duck"", ""a bear hibernating in winter"", ""a flower attracting a honeybee""]",2,arc_easy
What kind of reasoning involves formulating generalizations inferred from careful observation and the analysis of a large amount of data?,"[""reflexive"", ""inductive"", ""deductive"", ""skepticism""]",2,sciq
Solids that are combined together and maintain their physical properties are best labeled as a,"[""solute."", ""mixture."", ""solvent."", ""compound.""]",1,arc_easy
What is the separation of compounds on the basis of their solubilities in a given solvent?,"[""fractional crystallization"", ""fractional mass"", ""volatile crystallization"", ""solvent law""]",0,sciq
What is a rock that contains important minerals called?,"[""carbonic"", ""steel"", ""ore"", ""copper""]",2,sciq
Salt-water biomes in the ocean are called what?,"[""marine biomes"", ""marine species"", ""ocean biomes"", ""marine organelles""]",0,sciq
What is it called when feces move along the colon too slowly?,"[""respiratory"", ""diarrhea"", ""relaxation"", ""constipation""]",3,sciq
Kidney stones are considered a disease that affects which system?,"[""urinary system"", ""reproductive system"", ""digestive system"", ""muscular system""]",0,sciq
Aspirin and ibuprofen reduce pain by inhibiting the synthesis of what?,"[""prostaglandins"", ""lipids"", ""hormones"", ""triglycerides""]",0,sciq
Lettuce feeds rabbits by creating food with,"[""hamburgers"", ""help from friends"", ""chloroplasts"", ""ordering out""]",2,openbookqa
What kind of cells are polyribosomes found in?,"[""bacterial and eukaryotic"", ""Prokaryotic and eukaryotic"", ""yeast and prokaryotic"", ""chloroplasts and nuclei""]",0,sciq
What is earth’s geographic north pole also called?,"[""mere north"", ""vertical north"", ""right north"", ""true north""]",3,sciq
Controlled variables are kept what to prevent them from influencing the effects of the independent variable on the dependent variable?,"[""mechanical"", ""constant"", ""fleeting"", ""temporary""]",1,sciq
Each layer of Earth has different properties. Which statement best describes the mantle of Earth?,"[""The mantle lies below the core."", ""The mantle is composed of hot gases."", ""The mantle lies between the core and the crust."", ""The mantle temperature is lower than the crust temperature.""]",2,arc_easy
Which vehicle would make less pollution?,"[""semi truck"", ""Tesla Model S"", ""Ford Explorer"", ""Toyota Tundra""]",1,openbookqa
What type of plate is an island arc found on?,"[""continental"", ""coastal"", ""oceanic"", ""shear""]",2,sciq
"Unlike trees in the forest or a pond full of fish, metal is only available until","[""it is depleted for good"", ""it is found on catfish scales"", ""it becomes necessary to conduct electricity long distances"", ""it is used to make diamond rings""]",0,openbookqa
Where do all plants come from?,"[""phylogenetic ancestors"", ""distant ancestors"", ""terrestrial ancestors"", ""cetacean ancestors""]",2,sciq
"What kind of compound, contained in coffee and alcohol, increases urine volume?","[""anabolic"", ""diuretic"", ""additive"", ""acid""]",1,sciq
Which two theories of Moon formation propose that much or all of the material comprising the Moon came from Earth?,"[""The Fission Theory and The Coaccretion Theory"", ""The Coaccretion Theory and The Capture Theory"", ""The Fission Theory and the Giant Impact Theory"", ""The Capture Theory and the Giant Impact Theory""]",2,arc_easy
Which object best reflects light?,"[""gray door"", ""white floor"", ""black sweater"", ""brown carpet""]",1,arc_easy
"If a thing is tossed and goes uncaught, then it will","[""reproduce"", ""fall"", ""dissolve"", ""burn""]",1,openbookqa
the night sky shows very far away what,"[""clumps of flaming gas"", ""tidal waves washing over beaches"", ""party balloons tied to houses"", ""aircraft falling towards collision""]",0,openbookqa
Proxima Centauri is the closest star to the Sun. Which units do astronomers most often use for the distance between Earth and Proxima Centauri?,"[""miles"", ""meters"", ""light years"", ""astronomical units""]",2,arc_easy
"Many types of organisms live in a meadow. With the introduction of a large, swift-moving predator into the meadow ecosystem, which group of organisms will MOST likely have an advantage of surviving and reproducing?","[""mice that have the thickest fur"", ""foxes that have the largest ears"", ""gophers that dig the deepest holes"", ""rabbits that can run the fastest""]",3,arc_easy
"Reproduction in prokaryotic cells is by what process of growth, enlargement and division?","[""mitosis"", ""binary fission"", ""photosynthesis"", ""budding""]",1,sciq
What is the top 200 meters of water in the ocean called?,"[""over zone"", ""thymic zone"", ""organelle zone"", ""photic zone""]",3,sciq
What fuels are mixtures of hydrocarbons (compounds containing only hydrogen and carbon) that formed over millions of years from the remains of dead organisms?,"[""coal"", ""fossil"", ""trilobites"", ""sediment""]",1,sciq
"If a rock has been exposed to prolonged heat, what might the effect be?","[""Shrinking"", ""Breaking"", ""Erosion"", ""Melting""]",2,openbookqa
What is the accelerating pattern of increasing population size called?,"[""induced growth"", ""reproducing growth"", ""exponential growth"", ""limited growth""]",2,sciq
What are nekton animals able to do in water?,"[""breath"", ""lay eggs"", ""reproduce"", ""move on their own, swim""]",3,sciq
Jamil studied how the position of Earth around the Sun affects the energy available on Earth. Which best explains why a particular place on Earth receives more energy during summer months than winter months?,"[""the tilt of Earth"", ""the rotation of Earth"", ""the distance between Earth and the Sun"", ""the amount of rays produced by the Sun""]",0,arc_easy
What helps by releasing chemicals that control other lymphocytes?,"[""helper t cells"", ""interloper t cells"", ""discharger t cells"", ""controller t cells""]",0,sciq
What is the biggest group of animals on the planet?,"[""herbivores"", ""mammles"", ""arthropods"", ""carnivores""]",2,sciq
What is the term for organisms that live in extremely hot environments?,"[""hydrophylic"", ""thermophobes"", ""exothermic"", ""thermophiles""]",3,sciq
Which type of lava lavas are less viscous and erupt effusively?,"[""mafic"", ""Intermediate lava"", ""Felsic lava"", ""Ultramafic lava""]",0,sciq
Which step of the scientific method will follow after a student graphs collected data during a lab experiment?,"[""observing"", ""hypothesizing"", ""analyzing"", ""researching""]",2,arc_easy
What is the term that refers to stored chemical energy in organic matter or wastes?,"[""nuclear energy"", ""biomass energy"", ""starch energy"", ""potential energy""]",1,sciq
A topographic map is primarily used to determine the,"[""number of continents in the world."", ""location of major cities in the country."", ""elevation of an area."", ""rainfall of desert regions.""]",2,arc_easy
